instruction,intent,instruction_hi,intent_hi
can uhelp me to cancel purchase {{Order Number}},cancel_order,क्या आप मुझे खरीदने में मदद कर सकते हैं {{ऑर्डर नंबर}},आदेश रद्द
"I bought some bloody articles, cancel order {{Order Number}}",cancel_order,"मैंने कुछ खूनी लेख खरीदे, आदेश रद्द करें {{ऑर्डर नंबर}}",आदेश रद्द
i can no longer afford order {{Order Number}} could i cancel it,cancel_order,मैं अब आदेश नहीं दे सकता {{ऑर्डर नंबर}} क्या मैं इसे रद्द कर सकता हूं,आदेश रद्द
i need help with canceling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में मदद चाहिए {{ऑर्डर नंबर}}},आदेश रद्द
I need help with canxeling purchase {{Order Number}},cancel_order,मुझे खरीद को रद्द करने में मदद चाहिए {{ऑर्डर नंबर}},आदेश रद्द
i dont know how to cncel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि कैसे खरीदें {{ऑर्डर नंबर}} को रद्द करें,आदेश रद्द
i need assistance cancelling uprchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
have problems wth canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ समस्याएं {{ऑर्डर नंबर}}},आदेश रद्द
i need assistance canceling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
I have a problem with canceling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
would it be possible to cancel purchase {{Order Number}}?,cancel_order,क्या खरीद को रद्द करना संभव होगा {{ऑर्डर नंबर}}?,आदेश रद्द
i have a problem with canceling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
"I no longer want order {{Order Number}}, I would like to cancel it",cancel_order,"मैं अब आदेश {{ऑर्डर नंबर}} नहीं चाहता, मैं इसे रद्द करना चाहूंगा",आदेश रद्द
needassistance cancelling purchase {{Order Number}},cancel_order,NEENSESSISTANCE रद्द करना {{ऑर्डर नंबर}},आदेश रद्द
need assistance to cancel orer {{Order Number}},cancel_order,आदेश को रद्द करने के लिए सहायता की आवश्यकता है {{आदेश संख्या}},आदेश रद्द
i want assisgance cancelling order {{Order Number}},cancel_order,मैं चाहता हूं कि Assisgance रद्द करें आदेश {{ऑर्डर नंबर}},आदेश रद्द
"I can't afford purchase {{Order Number}}, could you cancel it?",cancel_order,"मैं खरीद नहीं सकता {{ऑर्डर नंबर}}, क्या आप इसे रद्द कर सकते हैं?",आदेश रद्द
I need help with cancelling purchase {{Order Number}},cancel_order,मुझे खरीद को रद्द करने में मदद चाहिए {{ऑर्डर नंबर}},आदेश रद्द
is it possible to cancel purchase {{Order Number}}?,cancel_order,क्या खरीद को रद्द करना संभव है {{ऑर्डर नंबर}}?,आदेश रद्द
could you help me cancelling purchase {{Order Number}}?,cancel_order,क्या आप खरीदारी को रद्द करने में मदद कर सकते हैं {{ऑर्डर नंबर}}?,आदेश रद्द
cancel purchase00123842,cancel_order,खरीदें 00123842,आदेश रद्द
where can I cancel purchase {{Order Number}}?,cancel_order,मैं खरीद {{ऑर्डर नंबर}} कहां रद्द कर सकता हूं?,आदेश रद्द
where could I cancel purchase {{Order Number}}?,cancel_order,मैं खरीद {{ऑर्डर नंबर}} कहां रद्द कर सकता हूं?,आदेश रद्द
I do not know how I can cancel order {{Order Number}},cancel_order,मुझे नहीं पता कि मैं ऑर्डर {{ऑर्डर नंबर}} को कैसे रद्द कर सकता हूं,आदेश रद्द
assistance with cancelling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ सहायता {{ऑर्डर नंबर}},आदेश रद्द
can you help me canceling purchase {{Order Number}}?,cancel_order,क्या आप मुझे {{ऑर्डर नंबर}} खरीदने में मदद कर सकते हैं?,आदेश रद्द
cancel purchase  {{Order Number}},cancel_order,खरीदें {{ऑर्डर नंबर}},आदेश रद्द
where can I cancel purchase {{Order Number}}?,cancel_order,मैं खरीद {{ऑर्डर नंबर}} कहां रद्द कर सकता हूं?,आदेश रद्द
i try to cancel purchase {{Order Number}},cancel_order,मैं खरीद को रद्द करने का प्रयास करता हूं {{ऑर्डर नंबर}},आदेश रद्द
i dont knwo how i can cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि मैं {{ऑर्डर नंबर}} खरीद को कैसे रद्द कर सकता हूं,आदेश रद्द
cancelling purchase {{Order Number}},cancel_order,रद्द करना {{ऑर्डर नंबर}}},आदेश रद्द
i want help cancelling order {{Order Number}},cancel_order,मैं आदेश रद्द करने में मदद चाहता हूं {{ऑर्डर नंबर}}},आदेश रद्द
I can't pay for purchase {{Order Number}},cancel_order,मैं {{ऑर्डर नंबर}} खरीदने के लिए भुगतान नहीं कर सकता,आदेश रद्द
can uhelp me cancelling purchazse {{Order Number}},cancel_order,क्या आप मुझे खरीद रद्द करने में मदद कर सकते हैं {{ऑर्डर नंबर}},आदेश रद्द
questionn about canceling order {{Order Number}},cancel_order,आदेश रद्द करने के बारे में प्रश्न {{ऑर्डर नंबर}},आदेश रद्द
I am trying to cancel purchase {{Order Number}},cancel_order,मैं खरीद रद्द करने की कोशिश कर रहा हूं {{ऑर्डर नंबर}}},आदेश रद्द
cancel purchase113542617735902,cancel_order,खरीदें 113542617735902,आदेश रद्द
i do not know how i can cancel order {{Order Number}},cancel_order,मुझे नहीं पता कि मैं ऑर्डर {{ऑर्डर नंबर}} को कैसे रद्द कर सकता हूं,आदेश रद्द
I have a proble with canceling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
"I do not want this item, cancel order {{Order Number}}",cancel_order,"मुझे यह आइटम नहीं चाहिए, आदेश रद्द करें {{ऑर्डर नंबर}}",आदेश रद्द
help me to cancel purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में मदद करें {{ऑर्डर नंबर}}},आदेश रद्द
i dont know how i can cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि मैं कैसे खरीद सकता हूं {{ऑर्डर नंबर}}},आदेश रद्द
how could I cancel purchase {{Order Number}}?,cancel_order,मैं खरीद {{ऑर्डर नंबर}} कैसे रद्द कर सकता हूं?,आदेश रद्द
assistance to cancel purchase {{Order Number}},cancel_order,खरीद रद्द करने के लिए सहायता {{ऑर्डर नंबर}},आदेश रद्द
I need assistance canceling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
need assistance cancelling purchase {{Order Number}},cancel_order,खरीद को रद्द करने की आवश्यकता है {{ऑर्डर नंबर}}},आदेश रद्द
I have problems with canceling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
can uhelp me cancelling order {{Order Number}},cancel_order,क्या आप मुझे आदेश रद्द करने में मदद कर सकते हैं {{ऑर्डर नंबर}},आदेश रद्द
i cannot pay for these product how do i cancel the order,cancel_order,"मैं इन उत्पादों के लिए भुगतान नहीं कर सकता, मैं आदेश कैसे रद्द करूं",आदेश रद्द
"I have bought some item, I have to cancel order {{Order Number}}",cancel_order,"मैंने कुछ आइटम खरीदे हैं, मुझे ऑर्डर {{ऑर्डर नंबर}} रद्द करना होगा",आदेश रद्द
assistance cancelling purchase {{Order Number}},cancel_order,सहायता रद्द खरीद {{ऑर्डर नंबर}},आदेश रद्द
need assistance cancelling order {{Order Number}},cancel_order,सहायता रद्द करने की आवश्यकता है आदेश {{आदेश संख्या}},आदेश रद्द
I am trying to cancel purchase {{Order Number}},cancel_order,मैं खरीद रद्द करने की कोशिश कर रहा हूं {{ऑर्डर नंबर}}},आदेश रद्द
I need assistance tocancel order {{Order Number}},cancel_order,मुझे आदेश {{ऑर्डर नंबर}} रद्द करने के लिए सहायता की आवश्यकता है,आदेश रद्द
can uhelp me canceling purchase {{Order Number}},cancel_order,क्या आप मुझे खरीदने में मदद कर सकते हैं {{ऑर्डर नंबर}},आदेश रद्द
could you help me to cancel purchase {{Order Number}}?,cancel_order,क्या आप मुझे {{ऑर्डर नंबर}} खरीदने में मदद कर सकते हैं?,आदेश रद्द
i have a question about  canceling order {{Order Number}},cancel_order,मेरे पास आदेश रद्द करने के बारे में एक प्रश्न है {{ऑर्डर नंबर}},आदेश रद्द
I need to cancel order {{Order Number}},cancel_order,मुझे ऑर्डर {{ऑर्डर नंबर}} रद्द करने की आवश्यकता है,आदेश रद्द
can you help me  cancelling purchase {{Order Number}}?,cancel_order,क्या आप खरीदारी को रद्द करने में मदद कर सकते हैं {{ऑर्डर नंबर}}?,आदेश रद्द
need help to cancel purchase {{Order Number}},cancel_order,खरीद को रद्द करने में सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
assistance with canceling order {{Order Number}},cancel_order,ऑर्डर रद्द करने के साथ सहायता {{ऑर्डर नंबर}},आदेश रद्द
where do i cancel order {{Order Number}},cancel_order,मैं आदेश {{ऑर्डर नंबर}} कहां रद्द करूं,आदेश रद्द
I want to cancel purchase {{Order Number}},cancel_order,मैं खरीद {{ऑर्डर नंबर}} को रद्द करना चाहता हूं,आदेश रद्द
can ya help me cancel purchzse {{Order Number}},cancel_order,क्या आप मुझे खरीदने में मदद कर सकते हैं {{ऑर्डर नंबर}}},आदेश रद्द
can uhelp me to cancel purchase {{Order Number}},cancel_order,क्या आप मुझे खरीदने में मदद कर सकते हैं {{ऑर्डर नंबर}},आदेश रद्द
I do not know how to cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि खरीद को रद्द करने का तरीका {{ऑर्डर नंबर}},आदेश रद्द
can you help me canceling purchase {{Order Number}}?,cancel_order,क्या आप मुझे {{ऑर्डर नंबर}} खरीदने में मदद कर सकते हैं?,आदेश रद्द
assistance cancelling order {{Order Number}},cancel_order,सहायता रद्द करने का आदेश {{ऑर्डर नंबर}},आदेश रद्द
where could I cancel purchase {{Order Number}}?,cancel_order,मैं खरीद {{ऑर्डर नंबर}} कहां रद्द कर सकता हूं?,आदेश रद्द
can uhelp me cancelling purchase {{Order Number}},cancel_order,क्या मुझे खरीद रद्द कर सकते हैं {{ऑर्डर नंबर}}},आदेश रद्द
"I purchased some damn product, help me cancel order {{Order Number}}",cancel_order,"मैंने कुछ लानत उत्पाद खरीदे, मुझे आदेश रद्द करने में मदद करें {{ऑर्डर नंबर}}",आदेश रद्द
"I ordered some article, cancel purchase {{Order Number}}",cancel_order,"मैंने कुछ लेख का आदेश दिया, खरीद रद्द करें {{ऑर्डर नंबर}}",आदेश रद्द
I have a problem with cancelling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
assistance to cancel purchase {{Order Number}},cancel_order,खरीद रद्द करने के लिए सहायता {{ऑर्डर नंबर}},आदेश रद्द
where do I cancel order {{Order Number}}?,cancel_order,मैं आदेश {{ऑर्डर नंबर}} कहां रद्द करूं?,आदेश रद्द
cancelling order {{Order Number}},cancel_order,रद्द करना आदेश {{ऑर्डर नंबर}},आदेश रद्द
i need assistance to cancel order {{Order Number}},cancel_order,मुझे आदेश {{ऑर्डर नंबर}} रद्द करने के लिए सहायता की आवश्यकता है,आदेश रद्द
help canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने में मदद करें {{ऑर्डर नंबर}},आदेश रद्द
I want help to cancel order {{Order Number}},cancel_order,मैं आदेश {{ऑर्डर नंबर}} को रद्द करने में मदद चाहता हूं,आदेश रद्द
I cannot pay for purchase {{Order Number}},cancel_order,मैं {{ऑर्डर नंबर}} खरीदने के लिए भुगतान नहीं कर सकता,आदेश रद्द
how could I cancel purchase {{Order Number}}?,cancel_order,मैं खरीद {{ऑर्डर नंबर}} कैसे रद्द कर सकता हूं?,आदेश रद्द
where do I cancel purchase {{Order Number}}?,cancel_order,मैं खरीद {{ऑर्डर नंबर}} कहां रद्द करूं?,आदेश रद्द
I can't afford purchase {{Order Number}},cancel_order,मैं खरीद नहीं कर सकता {{ऑर्डर नंबर}},आदेश रद्द
I want help cancelling purchase {{Order Number}},cancel_order,मैं खरीद को रद्द करने में मदद करना चाहता हूं {{ऑर्डर नंबर}},आदेश रद्द
is it possible to cxancel order {{Order Number}},cancel_order,क्या आदेश {{ऑर्डर नंबर}} को रद्द करना संभव है,आदेश रद्द
I have problems with cancelling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
can ya help me cancel purchase {{Order Number}},cancel_order,क्या आप मुझे खरीदने में मदद कर सकते हैं {{ऑर्डर नंबर}}},आदेश रद्द
I'm trying to cancel purchase {{Order Number}},cancel_order,मैं खरीद को रद्द करने की कोशिश कर रहा हूं {{ऑर्डर नंबर}},आदेश रद्द
i dont wat order {{Order Number}} cancel it,cancel_order,मैं ऑर्डर नहीं खाता {{ऑर्डर नंबर}} इसे रद्द करें,आदेश रद्द
canceling purchase {{Order Number}},cancel_order,खरीद रद्द करें {{ऑर्डर नंबर}},आदेश रद्द
is it possible to cancel purchase {{Order Number}}?,cancel_order,क्या खरीद को रद्द करना संभव है {{ऑर्डर नंबर}}?,आदेश रद्द
where to cancel purchase {{Order Number}}?,cancel_order,खरीदें {{ऑर्डर नंबर}} कहां रद्द करें?,आदेश रद्द
i want help to cancel order {{Order Number}},cancel_order,मैं आदेश {{ऑर्डर नंबर}} को रद्द करने में मदद चाहता हूं,आदेश रद्द
i do not know how i can canmcel order {{Order Number}},cancel_order,मुझे नहीं पता कि मैं कैसे ऑर्डर कर सकता हूं {{ऑर्डर नंबर}}},आदेश रद्द
problems with cancelling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ समस्याएं {{ऑर्डर नंबर}},आदेश रद्द
I need assistance to cancel order {{Order Number}},cancel_order,मुझे आदेश {{ऑर्डर नंबर}} रद्द करने के लिए सहायता की आवश्यकता है,आदेश रद्द
I have a problem with cancelling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
help with cancelling purchase {{Order Number}},cancel_order,खरीद को रद्द करने में मदद करें {{ऑर्डर नंबर}},आदेश रद्द
question about canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के बारे में प्रश्न {{ऑर्डर नंबर}},आदेश रद्द
i want help canceling order {{Order Number}},cancel_order,मैं आदेश रद्द करने में मदद चाहता हूं {{ऑर्डर नंबर}}},आदेश रद्द
I am trying to cancel purchaes {{Order Number}},cancel_order,मैं खरीद रद्द करने की कोशिश कर रहा हूं {{ऑर्डर नंबर}}},आदेश रद्द
need assistance with canceling order {{Order Number}},cancel_order,ऑर्डर रद्द करने के साथ सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
want help to cancel purchase {{Order Number}},cancel_order,खरीद को रद्द करने में मदद करना चाहते हैं {{ऑर्डर नंबर}},आदेश रद्द
I cannot afford purchase {{Order Number}},cancel_order,मैं खरीद नहीं कर सकता {{ऑर्डर नंबर}}},आदेश रद्द
i dont know how to cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि कैसे खरीदें {{ऑर्डर नंबर}},आदेश रद्द
i dont know how i can cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि मैं कैसे खरीद सकता हूं {{ऑर्डर नंबर}}},आदेश रद्द
I have problems with cancelling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
I don't know what to do to cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि खरीद को रद्द करने के लिए क्या करना है {{ऑर्डर नंबर}},आदेश रद्द
I want assistance to cancel purchase {{Order Number}},cancel_order,मैं खरीद रद्द करने के लिए सहायता चाहता हूं {{ऑर्डर नंबर}},आदेश रद्द
can uhelp me canceling purchase {{Order Number}},cancel_order,क्या आप मुझे खरीदने में मदद कर सकते हैं {{ऑर्डर नंबर}},आदेश रद्द
i dont want oredr {{Order Number}},cancel_order,मुझे आदेश नहीं चाहिए {{ऑर्डर नंबर}},आदेश रद्द
I want help canceling purchase {{Order Number}},cancel_order,मैं खरीद रद्द करने में मदद चाहता हूं {{ऑर्डर नंबर}}},आदेश रद्द
I do not know how I ca cancel order {{Order Number}},cancel_order,मुझे नहीं पता कि मैं ऑर्डर {{ऑर्डर नंबर}} को कैसे रद्द कर सकता हूं,आदेश रद्द
assistance with canceling order {{Order Number}},cancel_order,ऑर्डर रद्द करने के साथ सहायता {{ऑर्डर नंबर}},आदेश रद्द
canmcel order {{Order Number}},cancel_order,रद्द करें आदेश {{ऑर्डर नंबर}},आदेश रद्द
help me cancelling purchase {{Order Number}},cancel_order,खरीद रद्द करने में मदद करें {{ऑर्डर नंबर}},आदेश रद्द
I want help canceling purchase {{Order Number}},cancel_order,मैं खरीद रद्द करने में मदद चाहता हूं {{ऑर्डर नंबर}}},आदेश रद्द
can you help me camceling the purchase I made?,cancel_order,क्या आप मेरे द्वारा की गई खरीदारी को कैमसेल करने में मदद कर सकते हैं?,आदेश रद्द
could you help me cancelling purchase {{Order Number}}?,cancel_order,क्या आप खरीदारी को रद्द करने में मदद कर सकते हैं {{ऑर्डर नंबर}}?,आदेश रद्द
can uhelp me cancelliung order {{Order Number}},cancel_order,क्या आप मुझे आदेश रद्द करने में मदद कर सकते हैं {{ऑर्डर नंबर}},आदेश रद्द
need assistance to cancel purchase {{Order Number}},cancel_order,खरीद रद्द करने के लिए सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
I want help to cancel purchase {{Order Number}},cancel_order,मैं खरीद को रद्द करने के लिए {{ऑर्डर नंबर}} को रद्द करना चाहता हूं,आदेश रद्द
help me to cancel purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में मदद करें {{ऑर्डर नंबर}}},आदेश रद्द
i cannot poay for purchase {{Order Number}},cancel_order,मैं {{ऑर्डर नंबर}} खरीदने के लिए भुगतान नहीं कर सकता,आदेश रद्द
have a problem with cancelling order {{Order Number}},cancel_order,आदेश रद्द करने के साथ एक समस्या है {{आदेश संख्या}},आदेश रद्द
i need help canceling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में मदद चाहिए {{ऑर्डर नंबर}}},आदेश रद्द
would it be possible to cancel purchase {{Order Number}}?,cancel_order,क्या खरीद को रद्द करना संभव होगा {{ऑर्डर नंबर}}?,आदेश रद्द
I no longer want purchase {{Order Number}},cancel_order,मैं अब {{ऑर्डर नंबर}} खरीदना नहीं चाहता,आदेश रद्द
Iwant assistance canceling order {{Order Number}},cancel_order,Iwant सहायता रद्द करने के आदेश {{आदेश संख्या}},आदेश रद्द
could you help me to cancel purchase {{Order Number}}?,cancel_order,क्या आप मुझे {{ऑर्डर नंबर}} खरीदने में मदद कर सकते हैं?,आदेश रद्द
I want assistance canceling purchyase {{Order Number}},cancel_order,मैं सहायता रद्द करना चाहता हूं {{ऑर्डर नंबर}}},आदेश रद्द
cancelling purchase {{Order Number}},cancel_order,रद्द करना {{ऑर्डर नंबर}}},आदेश रद्द
I need help with cancellng order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में मदद चाहिए {{ऑर्डर नंबर}}},आदेश रद्द
where do I cancel purchase {{Order Number}}?,cancel_order,मैं खरीद {{ऑर्डर नंबर}} कहां रद्द करूं?,आदेश रद्द
"I have got to cancel purchase {{Order Number}}, help me",cancel_order,"मुझे खरीद रद्द करने के लिए {{ऑर्डर नंबर}}, मेरी मदद करें",आदेश रद्द
could you help me canceling purchase {{Order Number}}?,cancel_order,क्या आप खरीदारी को रद्द करने में मदद कर सकते हैं {{ऑर्डर नंबर}}?,आदेश रद्द
I have problems with cancelling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
I want assistance canceling purchase {{Order Number}},cancel_order,मैं खरीद रद्द करने की सहायता चाहता हूं {{ऑर्डर नंबर}},आदेश रद्द
I do not knwo what I need to do to cancel order {{Order Number}},cancel_order,मुझे नहीं पता कि मुझे आदेश {{ऑर्डर नंबर}} को रद्द करने के लिए क्या करना है,आदेश रद्द
can uhelp me cancelling purchase {{Order Number}},cancel_order,क्या मुझे खरीद रद्द कर सकते हैं {{ऑर्डर नंबर}}},आदेश रद्द
can you help me canceling purchase {{Order Number}}?,cancel_order,क्या आप मुझे {{ऑर्डर नंबर}} खरीदने में मदद कर सकते हैं?,आदेश रद्द
i cannot afford purchase {{Order Number}},cancel_order,मैं खरीद नहीं कर सकता {{ऑर्डर नंबर}}},आदेश रद्द
I no longer want order {{Order Number}},cancel_order,मैं अब आदेश {{ऑर्डर नंबर}} नहीं चाहता,आदेश रद्द
help me cancelling purchase {{Order Number}},cancel_order,खरीद रद्द करने में मदद करें {{ऑर्डर नंबर}},आदेश रद्द
help canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने में मदद करें {{ऑर्डर नंबर}},आदेश रद्द
I need assistance canceling ordr {{Order Number}},cancel_order,मुझे ordr {{ऑर्डर नंबर}} को रद्द करने में सहायता की आवश्यकता है,आदेश रद्द
I do not know what to do to cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि खरीद को रद्द करने के लिए क्या करना है {{ऑर्डर नंबर}},आदेश रद्द
need assistance withcanceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
can you help me cancelling purchase {{Order Number}}?,cancel_order,क्या आप मुझे {{ऑर्डर नंबर}} खरीदने में मदद कर सकते हैं?,आदेश रद्द
I don't know how I can cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि मैं {{ऑर्डर नंबर}} खरीद को कैसे रद्द कर सकता हूं,आदेश रद्द
i do not know how to cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि खरीद को रद्द करने का तरीका {{ऑर्डर नंबर}},आदेश रद्द
I want assistance cancelling purchase {{Order Number}},cancel_order,मैं खरीद रद्द करने की सहायता चाहता हूं {{ऑर्डर नंबर}},आदेश रद्द
how to cancel purchase {{Order Number}}?,cancel_order,खरीदें {{ऑर्डर नंबर}} कैसे रद्द करें?,आदेश रद्द
question about cancelling order {{Order Number}},cancel_order,आदेश रद्द करने के बारे में प्रश्न {{ऑर्डर नंबर}},आदेश रद्द
can you help me cancelling the bloody purchase I made?,cancel_order,क्या आप मेरे द्वारा की गई खूनी खरीद को रद्द करने में मेरी मदद कर सकते हैं?,आदेश रद्द
I want help cancelling order {{Order Number}},cancel_order,मैं आदेश रद्द करने में मदद चाहता हूं {{ऑर्डर नंबर}}},आदेश रद्द
"I can no longer afford order {{Order Number}}, cancel it",cancel_order,"मैं अब आदेश {{ऑर्डर नंबर}} को बर्दाश्त नहीं कर सकता, इसे रद्द करें",आदेश रद्द
i bought some product help me canceling order {{Order Number}},cancel_order,"मैंने कुछ उत्पाद खरीदे, मुझे आदेश रद्द करने में मदद करें {{ऑर्डर नंबर}}}",आदेश रद्द
can you help me to cancel order {{Order Number}} ?,cancel_order,क्या आप मुझे आदेश {{ऑर्डर नंबर}} रद्द करने में मदद कर सकते हैं?,आदेश रद्द
ihave bought some damn product cancel order {{Order Number}},cancel_order,मैंने कुछ लानत उत्पाद रद्द ऑर्डर {{ऑर्डर नंबर}} खरीदा है,आदेश रद्द
i have a question about cancelling order {{Order Number}},cancel_order,मेरे पास ऑर्डर रद्द करने के बारे में एक प्रश्न है {{ऑर्डर नंबर}},आदेश रद्द
I need help canceling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में मदद चाहिए {{ऑर्डर नंबर}}},आदेश रद्द
question about cancellung purchase {{Order Number}},cancel_order,खरीद रद्द करने के बारे में प्रश्न {{ऑर्डर नंबर}},आदेश रद्द
i need assistance with canceling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने के साथ सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
i need help canceling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में मदद चाहिए {{ऑर्डर नंबर}}},आदेश रद्द
I cannot afford purchase {{Order Number}},cancel_order,मैं खरीद नहीं कर सकता {{ऑर्डर नंबर}}},आदेश रद्द
I want assistance to cancle purchase {{Order Number}},cancel_order,मैं खरीद रद्द करने के लिए सहायता चाहता हूं {{ऑर्डर नंबर}},आदेश रद्द
cancel purchase00004587345,cancel_order,खरीदें 00004587345,आदेश रद्द
how to cancel order {{Order Number}}?,cancel_order,ऑर्डर {{ऑर्डर नंबर}} कैसे रद्द करें?,आदेश रद्द
i want help to cancel purchase {{Order Number}},cancel_order,मैं खरीद को रद्द करने के लिए {{ऑर्डर नंबर}} को रद्द करना चाहता हूं,आदेश रद्द
problems with cnceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ समस्याएं {{ऑर्डर नंबर}},आदेश रद्द
I want help to cancel purchase {{Order Number}},cancel_order,मैं खरीद को रद्द करने के लिए {{ऑर्डर नंबर}} को रद्द करना चाहता हूं,आदेश रद्द
can you help me canceling purchase {{Order Number}}?,cancel_order,क्या आप मुझे {{ऑर्डर नंबर}} खरीदने में मदद कर सकते हैं?,आदेश रद्द
I don't know how I can cancel purchase {{Order Number}},cancel_order,मुझे नहीं पता कि मैं {{ऑर्डर नंबर}} खरीद को कैसे रद्द कर सकता हूं,आदेश रद्द
can you help me cancelling purchase {{Order Number}}?,cancel_order,क्या आप मुझे {{ऑर्डर नंबर}} खरीदने में मदद कर सकते हैं?,आदेश रद्द
problem with cancelling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ समस्या {{ऑर्डर नंबर}},आदेश रद्द
i dont want this order cancel purchase {{Order Number}},cancel_order,मैं नहीं चाहता कि यह ऑर्डर रद्द करें खरीदें {{ऑर्डर नंबर}},आदेश रद्द
need ot cancel purchase {{Order Number}},cancel_order,खरीद रद्द करने की आवश्यकता है {{ऑर्डर नंबर}}},आदेश रद्द
I can no longer afford order {{Order Number}},cancel_order,मैं अब आदेश नहीं दे सकता {{ऑर्डर नंबर}},आदेश रद्द
I need assistance to cancel purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने के लिए सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
want help canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने में मदद करना चाहते हैं {{ऑर्डर नंबर}},आदेश रद्द
"I ordered some items, need help cancelling the last purchase",cancel_order,"मैंने कुछ वस्तुओं का आदेश दिया, अंतिम खरीद को रद्द करने में सहायता की आवश्यकता है",आदेश रद्द
I need help with cancelling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में मदद चाहिए {{ऑर्डर नंबर}}},आदेश रद्द
iwant assistance canceling order {{Order Number}},cancel_order,iwant सहायता रद्द करने के आदेश {{आदेश संख्या}},आदेश रद्द
help me canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने में मदद करें {{ऑर्डर नंबर}},आदेश रद्द
i can no longer afford purchase {{Order Number}},cancel_order,मैं अब खरीदारी नहीं कर सकता {{ऑर्डर नंबर}},आदेश रद्द
want help cancelling purchase {{Order Number}},cancel_order,खरीद रद्द करने में मदद करना चाहते हैं {{ऑर्डर नंबर}},आदेश रद्द
I can no longer pay for order {{Order Number}},cancel_order,मैं अब आदेश के लिए भुगतान नहीं कर सकता {{ऑर्डर नंबर}},आदेश रद्द
I need help to cancel purchase {{Order Number}},cancel_order,मुझे खरीद को रद्द करने में सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
help to cancel purchase {{Order Number}},cancel_order,खरीद रद्द करने में सहायता {{ऑर्डर नंबर}},आदेश रद्द
